text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
What happens when a beneficiary can't receive my transfer?,7,58,9,happens beneficiary cant receive transfer,58,5.555555555555555,2,1
"I cannot find my phone, what should I do?",42,41,9,find phone,41,3.6666666666666665,2,2
What is the currency exchange fee?,31,34,6,currency exchange fee,34,4.833333333333333,1,1
Can my account be topped-up by friends of mine.,62,47,9,account toppedup friend mine,47,4.333333333333333,2,1
My accounts been charged a payment for something I didn't make.,28,63,11,account charged payment something didnt make,63,4.818181818181818,2,2
Can I use my salary for this?,50,29,7,use salary,29,3.2857142857142856,1,2
It seems someone used my card! There are a few transactions from a small town in the middle of nowhere that I definitely have not made! Please prevent them from using it immediately!,22,182,33,seems someone used card transaction small town middle nowhere definitely made please prevent using immediately,182,4.545454545454546,3,4
"Someone else is using my card, freeze it.",22,41,8,someone else using card freeze,41,4.25,2,1
What is the next step if my card is about to expire.,9,52,12,next step card expire,52,3.4166666666666665,1,1
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,66,141,30,transfer taking long thought supposed take day made transfer someone wee went wrong,141,3.7333333333333334,3,4
"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",45,126,25,made payment ago still showing pending account long payment take complete,126,4.08,4,2
I got less cash at the ATM than I asked for. Why?,75,49,12,got le cash atm asked,49,3.1666666666666665,2,6
Is there a reason my payment is still pending?,45,46,9,reason payment still pending,46,4.222222222222222,1,1
Why do you require so many details about my identity?,74,53,10,require many detail identity,53,4.4,1,1
I prefer to get a Mastercard.,73,29,6,prefer get mastercard,29,4.0,1,2
Will there be a charge for sending out more cards?,39,50,10,charge sending card,50,4.1,1,1
Is it acceptable to use my card anywhere?,10,41,8,acceptable use card anywhere,41,4.25,1,1
Is there a fee to get an actual card?,43,37,9,fee get actual card,37,3.2222222222222223,1,1
Why did you give me so little currency?,76,39,8,give little currency,39,4.0,1,1
An ATM machine didn't give me back my card.,18,43,9,atm machine didnt give back card,43,3.888888888888889,2,4
I want to transfer some money from my other bank account into this one.,65,71,14,want transfer money bank account one,71,4.142857142857143,1,1
Please can i get a disposable virtual card as well?,37,51,10,please get disposable virtual card well,51,4.2,1,1
How can I top-ff my account using my Apple Watch?,2,49,10,topff account using apple watch,49,4.0,2,4
"What, if any, is the limit  for auto top-up?",4,44,9,limit auto topup,44,3.888888888888889,4,1
Is there a way to undo a transaction?,8,37,8,way undo transaction,37,3.75,1,1
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,48,198,37,going checked detail account right transfer still pending transfering money another country cant hard,198,4.378378378378378,7,5
I wanted to top up my account and it doesn't look like it worked,59,64,14,wanted top account doesnt look like worked,64,3.642857142857143,1,1
Are you available in my country?,24,32,6,available country,32,4.5,1,1
I did a cash deposit to my account but it doesn't show up,6,57,13,cash deposit account doesnt show,57,3.4615384615384617,1,1
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",59,143,26,card getting declined continuously trying topup request look issue tell alternative,143,4.538461538461538,4,3
What fiat currencies do you allow exchange with?,36,48,8,fiat currency allow exchange,48,5.125,1,1
Why doesn't the person I sent money to see that transfer yet?,66,61,12,doesnt person sent money see transfer yet,61,4.166666666666667,2,2
I do not see the card PIN anywhere?,38,35,8,see card pin anywhere,35,3.5,1,4
Can I top up with cash,58,22,6,top cash,22,2.8333333333333335,0,2
Do you know the closest ATM?,3,28,6,know closest atm,28,3.8333333333333335,1,4
What is needed to prove my identity?,69,36,7,needed prove identity,36,4.285714285714286,1,1
"In a month, my card will reach its expiration date, am I required to request the next card?",9,91,18,month card reach expiration date required request next card,91,4.111111111111111,3,2
I have a transfer waiting.,48,26,5,transfer waiting,26,4.4,1,1
"I recently got a new place while I'm staying abroad and have been using this account to manage payments, but suddenly I am seeing fees increase. Where are these additional fees coming from?",64,189,33,recently got new place staying abroad using account manage payment suddenly seeing fee increase additional fee coming,189,4.757575757575758,4,4
When my card expires what happens to my account?,9,48,9,card expires happens account,48,4.444444444444445,1,1
Is there a reason that my transfer failed?,35,42,8,reason transfer failed,42,4.375,1,1
I'm still waiting for my card that was issued a week ago. What should I do?,11,75,16,still waiting card issued week ago,75,3.75,3,3
I don't think the charges made when I had currency exchanged are right.,17,71,13,dont think charge made currency exchanged right,71,4.538461538461538,2,2
And what about the Card's PIN?,38,30,6,card pin,30,4.166666666666667,2,5
What is the most amount of disposable cards allowable?,29,54,9,amount disposable card allowable,54,5.111111111111111,1,1
Where is my transfer from [country]?,5,36,6,transfer country,36,5.166666666666667,3,1
Who can I speak with regarding a lost card?,41,43,9,speak regarding lost card,43,3.888888888888889,1,2
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,17,121,22,pretty sure something went wrong exchange changed russian ruble pound charged way much,121,4.545454545454546,3,6
Why hasn't my refund been appiled to my account?,51,48,9,hasnt refund appiled account,48,4.444444444444445,2,1
Report stolen card,41,18,3,report stolen card,18,5.333333333333333,0,1
Can I transfer my paycheck to the account?,50,42,8,transfer paycheck account,42,4.375,1,2
I want a refund,52,15,4,want refund,15,3.0,0,1
What is the process of obtaining a disposable virtual card,37,58,10,process obtaining disposable virtual card,58,4.9,0,1
Are you sure when the withdrawal will show?,46,43,8,sure withdrawal show,43,4.5,1,1
Top-up is not working,59,21,4,topup working,21,4.5,1,1
I did a payment but the app reverted it,53,39,9,payment app reverted,39,3.4444444444444446,0,1
Tell me how to verify a top up.,71,31,8,tell verify top,31,3.0,1,1
Why am I charged a fee for withdrawing cash?,19,44,9,charged fee withdrawing cash,44,4.0,1,2
When will my top-up go through?,47,31,6,topup,31,4.333333333333333,2,1
I got $20 when I should've gotten $100,75,38,8,got shouldve gotten,38,3.875,3,2
what to do about stolen phone,42,29,6,stolen phone,29,4.0,0,0
What does it mean if it says that my payment is pending?,45,56,12,mean say payment pending,56,3.75,1,1
How long until my new card gets here?,11,37,8,long new card get,37,3.75,1,1
need help with google pay top up,2,32,7,need help google pay top,32,3.7142857142857144,0,0
What proof of identification is needed?,69,39,6,proof identification needed,39,5.666666666666667,1,1
Why is it important to verify a top-up card?,71,44,9,important verify topup card,44,4.0,2,1
How can I deposit money to my account?,65,38,8,deposit money account,38,3.875,1,2
How do I use a disposable virtual card?,37,39,8,use disposable virtual card,39,4.0,1,2
Delete my account now please.,55,29,5,delete account please,29,5.0,1,1
"I am attempting to make a purchase online, but my card is not working.  I know there are funds available, is this an issue on the banks end?",53,140,28,attempting make purchase online card working know fund available issue bank end,140,4.0,4,2
I used my card to make a payment and wondered why the payment was reverted?,53,75,15,used card make payment wondered payment reverted,75,4.066666666666666,1,1
My virtual card is just not going through.,72,42,8,virtual card going,42,4.375,1,1
Why are my transfers getting declined?,27,38,6,transfer getting declined,38,5.5,1,1
I don't see a money transfer yet,48,32,7,dont see money transfer yet,32,3.7142857142857144,1,1
"Um, my top up didn't work",59,25,6,top didnt work,25,3.3333333333333335,2,1
My disposable virtual card has been rejected by the merchant earlier today. What should I do?,72,93,16,disposable virtual card rejected merchant earlier today,93,4.875,2,3
I still haven't gotten my new card.  When will it get here?,11,59,12,still havent gotten new card get,59,3.9166666666666665,3,2
My refund has not shown up in my account.   Where is it?,51,56,12,refund shown account,56,3.5833333333333335,2,2
"I've been waiting since Friday, where is my money?",66,50,9,ive waiting since friday money,50,4.666666666666667,3,2
Do you have support for flat currencies?,36,40,7,support flat currency,40,4.857142857142857,1,1
I'd like to get another card,39,28,6,like get another card,28,3.8333333333333335,1,1
I topped up my card but the money disappeared.,62,46,9,topped card money disappeared,46,4.222222222222222,1,1
I need a refund on an item I have not received.  Am I able to simply cancel the payment?  I don't know how to do this.,52,118,26,need refund item received able simply cancel payment dont know,118,3.5,4,5
